GAT_Score,IELTS_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit
283,117.5,3,4.0,2.0,9.11,0,0.55
303,90.8,1,5.0,4.0,7.43,1,0.58
261,60.7,4,3.0,5.0,8.7,0,0.45
282,63.9,1,4.5,1.0,5.95,0,0.3
337,62.7,4,3.0,1.5,8.62,0,0.63
321,97.0,1,2.5,1.0,5.5,1,0.43
274,62.7,4,4.5,5.0,5.04,0,0.33
291,90.5,3,3.5,3.5,9.26,1,0.67
263,65.6,3,1.5,3.5,5.9,1,0.3
290,85.8,4,1.5,3.0,5.37,0,0.33
318,99.7,1,3.5,2.0,5.61,1,0.44
330,115.3,5,3.5,1.0,7.35,0,0.7
260,66.5,5,2.5,1.5,4.43,0,0.3
328,103.8,5,3.0,3.5,6.71,0,0.61
273,95.4,4,1.0,2.0,8.64,1,0.5
282,114.0,2,2.0,3.0,8.33,1,0.57
330,102.1,4,4.0,4.5,4.74,0,0.6
275,80.9,3,4.0,4.5,9.07,0,0.53
268,108.9,1,4.5,5.0,9.91,0,0.59
290,89.6,4,1.0,2.5,7.6,0,0.48
320,77.3,4,1.0,4.0,7.63,1,0.59
304,105.8,4,2.0,4.5,8.54,1,0.61
266,83.2,2,5.0,1.5,4.6,0,0.3
316,102.8,4,1.0,3.5,7.39,1,0.63
323,77.8,1,5.0,3.0,8.48,1,0.58
261,106.0,1,2.5,2.5,8.74,0,0.42
265,117.9,3,1.5,1.5,8.42,0,0.46
320,116.2,1,1.0,2.5,4.42,0,0.37
293,82.2,1,5.0,4.0,4.95,1,0.46
276,77.7,1,1.5,4.5,7.64,1,0.38
285,82.5,4,2.5,1.5,9.37,0,0.55
335,65.8,5,1.0,4.5,6.99,1,0.59
279,63.6,1,1.5,5.0,7.6,1,0.37
300,93.0,5,1.0,4.5,4.09,0,0.4
317,119.7,1,3.5,2.0,6.02,1,0.56
313,110.1,2,2.5,5.0,8.8,0,0.66
288,82.7,5,4.5,1.5,5.37,0,0.38
307,105.3,4,1.5,1.0,4.6,0,0.35
336,110.4,2,1.0,1.0,7.24,0,0.56
281,90.8,2,4.5,4.0,7.91,0,0.49
331,66.3,4,4.0,1.0,8.14,0,0.55
330,98.2,2,1.0,4.5,9.56,1,0.73
264,80.8,2,4.0,1.5,6.24,0,0.3
311,61.5,2,2.0,1.5,5.93,1,0.33
260,103.2,4,3.5,3.5,9.81,1,0.6
304,71.6,3,4.0,3.5,4.26,0,0.37
299,98.0,5,3.5,1.5,4.59,0,0.47
323,91.0,1,3.0,4.5,4.09,1,0.49
270,84.6,4,1.0,3.0,6.45,1,0.36
311,81.2,2,2.0,2.0,8.84,1,0.54
266,66.0,1,4.0,2.5,4.17,0,0.3
310,60.1,3,1.5,5.0,9.64,1,0.52
280,112.1,3,1.0,2.5,4.89,0,0.38
298,102.4,3,2.5,4.5,5.54,1,0.51
303,60.9,4,5.0,3.5,4.78,1,0.46
316,67.6,1,2.5,3.5,7.87,1,0.51
300,63.5,3,3.5,1.5,8.89,1,0.51
298,69.2,2,1.5,3.5,8.28,1,0.48
279,98.1,1,2.0,2.0,4.08,0,0.3
281,61.5,1,1.5,4.0,7.07,0,0.3
288,90.1,5,2.0,1.5,4.66,0,0.34
305,97.4,5,1.5,4.0,4.93,0,0.47
327,63.3,2,2.0,2.0,9.42,0,0.48
262,95.8,5,3.0,2.0,9.04,0,0.47
332,89.8,4,3.5,2.0,7.01,0,0.54
264,65.9,4,2.0,5.0,9.67,1,0.49
315,90.1,1,4.0,3.5,8.86,1,0.65
326,77.7,4,3.0,1.0,9.29,0,0.63
291,84.8,1,3.5,4.5,4.43,0,0.3
300,89.7,1,3.5,1.0,4.2,1,0.32
288,61.7,3,1.0,3.0,6.5,1,0.34
325,102.5,2,4.5,5.0,6.43,1,0.64
270,98.1,2,1.0,4.5,4.7,1,0.34
318,68.0,5,3.5,3.5,8.84,0,0.67
263,73.9,2,2.5,5.0,5.15,0,0.3
313,62.4,1,1.0,3.5,5.16,1,0.3
326,82.1,1,3.5,1.5,8.06,0,0.49
261,103.6,3,3.5,1.0,7.07,0,0.35
337,90.0,4,1.0,4.5,9.38,1,0.71
307,96.5,4,2.5,4.0,7.3,1,0.67
327,86.2,1,3.5,3.0,4.08,0,0.38
303,92.3,3,2.0,2.5,4.73,1,0.4
321,82.9,4,5.0,1.0,9.01,1,0.73
278,61.0,3,4.5,5.0,4.77,0,0.33
303,109.1,3,3.0,4.0,5.73,0,0.55
290,115.9,2,1.0,4.5,4.16,1,0.37
321,105.5,4,2.0,5.0,4.4,1,0.54
274,117.4,2,1.0,2.0,8.98,0,0.5
288,94.6,4,4.5,3.0,8.97,1,0.66
326,111.8,1,4.5,1.5,7.53,1,0.72
306,91.4,3,4.0,4.0,8.75,0,0.62
266,104.6,2,1.0,1.0,5.44,1,0.3
327,79.8,4,1.5,3.0,8.7,1,0.59
260,93.0,4,1.5,5.0,5.89,1,0.46
330,95.5,3,4.0,4.5,7.24,1,0.74
281,115.0,4,4.5,4.5,4.65,1,0.6
316,72.4,1,3.5,1.0,4.16,0,0.3
332,117.7,1,1.0,3.0,4.13,1,0.44
317,115.1,5,3.5,5.0,8.56,0,0.79
286,81.8,3,3.0,2.5,5.67,0,0.36
297,68.9,2,4.0,2.5,6.27,1,0.44
335,83.9,4,1.0,5.0,8.65,1,0.7
272,92.4,1,4.0,3.5,5.91,1,0.38
274,94.1,3,4.5,4.5,8.99,1,0.62
339,118.5,2,3.5,1.0,8.03,1,0.72
332,79.6,5,3.0,3.0,5.14,1,0.62
307,68.1,1,1.0,4.5,5.17,0,0.3
274,76.8,5,2.0,5.0,8.94,0,0.49
299,63.3,3,1.5,1.5,7.45,0,0.36
289,109.7,2,3.5,4.0,9.14,1,0.61
282,100.3,5,2.0,2.5,4.26,1,0.39
268,88.8,3,2.0,2.0,5.26,1,0.31
291,79.2,3,3.5,1.5,6.04,1,0.39
294,87.3,3,4.0,1.0,5.63,1,0.4
308,119.8,2,4.5,2.0,8.48,0,0.66
304,61.2,3,3.5,5.0,7.5,1,0.51
275,66.8,1,4.0,5.0,9.29,1,0.55
291,74.2,2,4.0,5.0,5.02,1,0.38
284,108.8,2,1.5,3.5,6.1,1,0.44
296,71.3,4,5.0,2.5,5.85,0,0.41
296,119.0,1,2.5,5.0,9.43,1,0.7
294,63.1,1,3.0,3.5,4.44,1,0.33
304,101.3,4,1.0,1.0,6.27,1,0.45
267,75.9,2,5.0,2.5,5.07,1,0.3
306,115.8,2,2.5,4.5,9.53,1,0.71
295,74.6,5,5.0,3.5,9.92,1,0.68
269,116.2,3,4.5,1.0,6.83,1,0.51
260,73.1,4,2.0,1.5,7.2,1,0.33
327,87.4,3,2.0,2.5,6.37,0,0.46
334,70.4,2,1.0,2.5,7.7,0,0.44
274,67.7,5,1.0,3.0,9.06,1,0.54
338,80.6,4,1.5,5.0,9.24,1,0.76
262,69.9,5,5.0,2.0,4.05,0,0.3
291,85.6,1,5.0,3.0,9.73,1,0.66
279,82.7,4,1.5,2.0,7.28,0,0.39
315,88.5,1,5.0,1.0,6.26,1,0.46
337,105.0,4,2.0,1.5,8.35,0,0.62
301,104.9,1,1.0,1.0,8.71,0,0.49
332,117.1,3,2.5,3.0,5.12,0,0.52
319,65.3,4,1.5,3.5,6.12,1,0.47
315,77.7,4,2.0,1.5,9.12,1,0.52
306,79.9,5,2.0,2.0,4.78,0,0.37
283,88.9,2,2.0,2.0,5.9,0,0.3
300,89.6,3,1.0,3.5,6.83,1,0.43
263,109.3,3,1.5,3.0,8.35,1,0.45
335,93.7,3,2.5,5.0,6.99,0,0.63
310,104.0,2,4.0,4.5,9.73,0,0.63
260,94.2,5,3.0,1.5,9.27,1,0.51
273,74.8,3,4.0,1.5,9.06,0,0.45
269,119.6,5,2.0,4.0,9.65,0,0.62
295,106.5,1,3.5,2.0,6.09,0,0.42
301,85.6,3,2.0,4.0,4.29,0,0.3
307,93.2,4,3.0,1.0,4.05,0,0.41
277,86.1,3,2.5,1.5,5.05,1,0.33
335,61.4,4,4.0,2.5,8.98,1,0.7
319,65.8,1,2.0,4.0,5.21,1,0.37
287,63.7,3,2.0,4.0,5.94,0,0.36
312,80.5,3,4.0,1.0,5.06,1,0.42
268,112.8,2,1.5,5.0,9.45,1,0.52
283,94.7,4,3.5,4.5,7.76,1,0.61
279,79.8,4,2.0,2.0,9.04,0,0.43
328,96.6,1,2.0,1.0,9.67,0,0.56
286,73.7,1,1.5,4.0,8.03,1,0.42
299,77.1,3,3.0,3.5,6.32,0,0.39
330,100.1,5,5.0,3.0,9.05,0,0.74
313,72.3,2,1.5,5.0,6.84,1,0.49
274,101.4,1,4.5,2.0,4.75,0,0.3
310,110.1,4,3.5,4.5,7.52,1,0.7
328,67.7,1,1.0,3.5,6.29,1,0.48
299,70.0,3,2.0,1.0,6.75,1,0.33
328,81.4,5,1.0,2.5,7.6,0,0.59
302,64.4,5,4.0,4.0,5.68,1,0.51
323,93.1,1,3.0,2.0,6.07,1,0.44
266,103.6,2,1.5,4.0,5.13,1,0.3
261,77.0,4,4.0,3.0,9.38,1,0.57
289,105.0,3,2.5,4.5,9.17,0,0.59
334,82.2,5,4.0,1.0,9.81,1,0.79
311,90.2,1,2.5,1.5,8.46,1,0.52
292,83.1,1,1.0,3.5,5.74,1,0.31
268,111.8,5,4.5,3.5,7.26,1,0.61
270,111.3,2,3.0,1.0,9.08,1,0.5
335,115.2,5,4.0,3.5,9.56,0,0.83
269,72.0,3,2.0,2.5,8.92,0,0.37
313,90.1,1,2.0,1.0,6.76,0,0.37
334,103.7,4,1.5,1.0,4.24,1,0.48
279,90.7,3,4.0,3.0,5.2,0,0.39
264,104.5,3,2.5,2.0,8.78,1,0.47
283,90.6,2,3.5,4.5,6.68,1,0.43
291,106.1,4,5.0,1.5,8.74,0,0.58
290,80.0,4,2.5,1.5,6.61,1,0.44
303,88.5,1,4.5,5.0,9.47,0,0.59
337,84.9,1,3.0,2.0,6.82,0,0.48
278,68.2,1,4.0,1.5,7.81,1,0.33
283,115.9,4,3.5,5.0,6.88,0,0.57
271,73.9,1,5.0,3.5,9.29,1,0.54
309,60.7,1,2.5,3.5,4.26,0,0.3
284,101.1,1,3.0,3.0,6.74,1,0.47
310,79.6,1,2.0,3.0,5.16,1,0.41
273,81.9,4,5.0,1.0,5.26,1,0.33
331,116.8,3,5.0,2.0,5.05,0,0.56
288,118.8,2,3.5,3.0,6.88,0,0.47
284,63.7,3,4.5,3.0,8.57,0,0.45
318,62.4,4,5.0,3.0,8.63,0,0.65
316,105.1,3,4.0,4.0,8.43,0,0.63
271,117.3,2,4.0,4.5,8.98,1,0.62
309,71.5,2,5.0,1.0,8.38,1,0.53
271,117.0,1,2.5,4.0,4.17,0,0.36
307,72.3,1,4.5,4.0,7.43,1,0.49
309,102.6,4,2.0,2.5,4.39,1,0.46
278,63.6,1,2.5,4.5,4.24,1,0.3
312,75.9,3,3.5,2.0,7.89,1,0.55
294,83.1,3,2.0,2.0,8.48,1,0.48
286,95.8,2,4.5,2.5,4.77,1,0.42
326,114.4,5,5.0,4.0,5.02,0,0.64
336,110.1,5,3.0,1.5,6.77,1,0.73
310,84.3,3,2.5,3.5,7.73,1,0.57
278,91.7,4,3.0,2.5,6.48,0,0.41
302,100.8,3,2.0,4.5,9.82,1,0.7
294,62.2,3,3.0,2.0,6.42,0,0.36
274,87.1,4,4.0,5.0,9.31,1,0.6
275,99.2,4,1.0,4.0,4.86,1,0.35
328,117.1,5,3.5,4.0,7.97,1,0.77
330,108.8,3,2.0,4.0,4.42,1,0.54
300,70.1,2,1.5,2.5,9.08,0,0.43
313,103.4,4,3.0,1.5,5.61,1,0.52
324,69.2,1,3.5,3.0,4.47,1,0.43
289,86.9,4,1.5,4.0,5.29,1,0.43
278,100.8,5,2.0,3.5,4.93,0,0.43
305,83.8,3,5.0,3.5,7.76,0,0.54
319,98.4,5,4.0,4.0,4.97,1,0.64
338,116.4,5,3.0,3.0,5.11,1,0.67
283,89.1,4,4.5,1.0,8.45,1,0.53
295,107.1,1,5.0,4.0,5.63,0,0.45
308,69.9,2,4.0,3.5,7.69,0,0.45
318,117.6,5,1.5,2.5,4.46,0,0.44
273,99.4,4,2.0,3.5,7.24,0,0.42
298,102.0,5,3.0,4.5,6.22,0,0.53
267,118.7,1,1.5,3.0,6.93,0,0.38
307,83.3,1,2.0,4.5,9.51,0,0.57
339,85.3,1,1.0,2.5,7.77,1,0.55
340,94.0,2,1.0,3.5,8.32,1,0.66
328,82.5,3,5.0,4.5,9.22,0,0.72
300,64.2,1,2.5,2.0,7.34,1,0.41
294,91.7,2,3.0,1.5,7.48,1,0.45
323,63.1,3,1.0,1.5,7.44,1,0.46
312,89.8,3,4.5,1.0,5.86,1,0.46
313,65.0,4,1.0,4.5,5.82,0,0.41
296,108.6,4,5.0,2.0,7.62,1,0.64
311,76.4,4,4.5,4.5,5.0,1,0.56
277,100.3,1,5.0,1.0,8.95,0,0.52
280,99.1,5,1.5,3.5,5.16,1,0.43
301,79.0,4,1.5,5.0,6.35,1,0.5
324,89.5,2,3.5,3.0,5.83,0,0.49
340,111.6,5,5.0,1.5,4.03,1,0.59
267,113.3,4,2.0,4.5,5.32,0,0.37
298,74.6,2,2.0,2.5,6.51,1,0.38
320,90.9,4,3.0,5.0,4.93,1,0.54
319,94.9,2,4.5,5.0,5.61,1,0.62
328,111.8,4,2.5,5.0,6.93,1,0.72
318,66.9,5,4.0,2.5,9.03,0,0.61
269,73.5,3,3.0,3.5,9.01,0,0.42
322,71.9,1,2.0,5.0,4.96,1,0.45
329,102.9,3,3.5,3.0,6.18,1,0.65
266,68.7,1,1.0,2.0,4.65,0,0.3
294,85.7,5,3.0,1.5,8.65,1,0.55
301,115.6,1,2.0,4.5,7.61,0,0.5
288,119.1,1,3.0,4.5,6.56,0,0.51
286,92.1,1,3.0,1.0,6.11,1,0.4
297,119.2,3,5.0,4.0,9.49,1,0.73
261,71.8,3,5.0,4.0,9.37,0,0.48
284,82.3,2,5.0,3.0,7.3,0,0.37
325,105.9,3,2.0,2.5,6.42,1,0.59
297,93.4,2,1.5,2.0,7.21,1,0.47
318,86.8,3,5.0,2.5,4.49,0,0.46
266,117.5,4,1.5,3.0,8.07,1,0.53
308,77.3,4,4.0,2.0,8.47,1,0.56
327,107.8,4,5.0,3.5,6.7,0,0.69
300,67.4,5,4.0,5.0,5.24,1,0.52
333,112.2,3,3.5,4.5,5.72,0,0.58
310,75.9,4,3.0,1.5,6.55,0,0.41
283,77.4,2,4.0,1.5,4.05,1,0.3
295,89.5,5,2.0,5.0,6.55,1,0.62
339,63.7,5,1.0,3.5,5.08,0,0.46
269,63.8,2,1.0,1.0,6.76,0,0.3
280,113.5,1,2.0,3.0,5.78,0,0.4
286,86.7,1,2.5,4.5,7.82,0,0.5
314,60.2,3,1.5,1.0,4.04,0,0.3
264,93.1,4,4.0,3.0,5.47,1,0.43
318,93.4,1,4.5,2.0,6.7,1,0.54
295,103.2,1,4.5,2.0,4.32,0,0.37
333,114.6,1,2.5,4.0,4.28,1,0.51
293,107.9,5,5.0,3.0,7.24,0,0.61
311,105.7,5,3.5,2.0,9.48,1,0.75
265,74.5,1,2.5,2.5,4.59,1,0.3
273,80.2,2,2.5,4.0,6.14,0,0.33
318,110.0,1,5.0,3.5,5.86,1,0.61
316,63.8,4,5.0,4.0,9.91,1,0.77
296,66.8,5,2.0,1.5,7.12,1,0.44
317,83.8,3,4.0,4.5,6.63,1,0.63
291,86.9,3,1.0,4.5,6.81,0,0.37
279,90.5,4,5.0,1.5,4.02,0,0.3
338,112.0,4,2.0,5.0,4.57,1,0.67
340,92.2,5,2.5,3.0,6.74,1,0.68
320,64.8,3,4.5,2.5,7.04,0,0.53
316,73.6,5,1.5,5.0,5.04,1,0.5
311,108.0,5,5.0,1.0,9.58,1,0.78
307,116.5,2,2.0,4.5,6.4,0,0.53
338,84.1,5,4.5,3.0,7.5,0,0.66
270,84.6,5,4.0,2.0,5.19,1,0.44
289,117.4,5,3.0,5.0,5.74,1,0.61
319,102.3,2,3.5,1.0,5.46,1,0.5
277,63.4,2,2.5,4.5,6.94,0,0.34
336,99.5,2,2.5,4.0,5.11,1,0.53
333,96.0,3,2.0,3.0,6.22,0,0.53
306,65.3,3,2.5,4.5,8.96,0,0.58
271,81.9,2,3.0,1.0,7.29,0,0.35
309,70.7,2,4.5,1.5,5.47,0,0.39
299,78.2,1,1.5,5.0,5.47,0,0.31
323,75.3,1,3.0,4.5,9.0,0,0.59
278,91.0,1,2.5,2.0,5.72,0,0.3
286,80.7,3,1.5,1.5,5.35,1,0.3
311,97.0,3,3.0,1.0,9.35,1,0.63
339,96.6,3,5.0,3.5,7.1,1,0.74
266,66.9,3,2.0,4.5,4.99,0,0.3
322,113.3,2,1.0,1.0,8.96,1,0.66
336,87.6,3,1.0,3.5,4.48,1,0.5
314,62.0,5,2.0,3.0,5.15,1,0.41
335,70.1,3,3.5,1.0,9.76,0,0.59
290,107.8,3,2.5,2.5,4.56,0,0.34
270,118.2,2,1.5,2.5,7.33,0,0.35
276,110.5,4,2.0,3.5,7.1,1,0.49
325,106.2,4,2.0,5.0,4.39,1,0.58
326,116.4,2,3.0,3.0,7.59,1,0.68
291,93.3,3,2.5,1.5,6.55,1,0.44
283,71.5,5,2.0,2.5,8.15,1,0.45
272,102.6,1,2.0,1.5,5.77,1,0.31
281,66.8,5,4.5,5.0,7.78,0,0.54
278,68.7,5,2.0,5.0,5.32,1,0.39
312,98.5,3,3.5,2.0,9.12,1,0.65
298,72.6,5,2.5,4.5,8.04,1,0.51
280,100.4,4,2.0,1.0,9.28,1,0.55
275,62.9,3,3.5,2.0,4.2,1,0.3
266,63.7,4,2.0,3.0,8.58,0,0.39
337,80.0,1,3.0,4.5,4.18,0,0.39
285,110.2,4,1.5,3.5,4.22,0,0.37
335,67.8,3,3.0,2.5,6.73,0,0.49
290,83.8,2,4.5,1.0,8.5,0,0.41
327,117.1,3,3.5,1.5,4.32,1,0.58
299,73.1,2,3.0,2.0,9.99,0,0.5
286,64.3,1,5.0,4.0,9.81,1,0.61
268,88.3,3,2.0,5.0,4.99,0,0.3
335,65.6,3,1.0,3.5,5.88,1,0.48
275,66.3,2,3.5,2.5,6.65,1,0.34
331,73.0,2,3.5,1.5,8.49,0,0.53
272,71.9,3,3.5,3.0,9.55,0,0.5
337,100.2,1,3.0,4.5,9.05,0,0.67
319,96.8,5,1.5,5.0,6.63,1,0.72
338,115.0,1,3.5,1.0,5.11,1,0.54
319,116.0,4,4.0,4.5,9.93,0,0.8
268,70.3,3,5.0,5.0,6.81,1,0.42
312,103.2,3,2.0,3.0,7.74,1,0.6
291,118.0,5,1.0,2.5,7.15,1,0.55
314,96.9,2,4.5,3.5,5.37,1,0.52
284,111.6,1,3.0,2.0,5.72,1,0.38
300,115.8,2,1.5,1.0,9.14,1,0.57
285,72.2,4,4.0,3.0,4.22,1,0.44
288,117.2,1,3.5,2.0,7.7,0,0.44
295,105.4,5,1.5,3.0,7.09,1,0.55
262,83.7,3,5.0,3.0,9.05,0,0.46
318,79.2,3,1.0,3.0,4.99,1,0.42
293,87.1,5,4.5,4.5,9.27,0,0.67
265,112.6,4,5.0,1.5,5.36,1,0.52
290,91.5,5,2.5,5.0,5.11,0,0.47
291,73.6,1,4.0,3.0,7.87,1,0.47
301,105.1,4,4.5,3.0,7.93,0,0.6
316,87.4,2,1.5,1.5,6.08,1,0.41
332,92.8,5,4.0,5.0,7.65,0,0.73
305,77.9,1,4.0,2.0,8.29,0,0.45
315,71.8,4,3.5,5.0,8.48,0,0.63
309,93.7,1,2.5,2.5,4.38,0,0.3
289,61.1,3,5.0,4.0,4.57,0,0.36
295,86.5,1,3.5,2.0,6.78,0,0.38
285,73.6,3,4.0,3.5,7.76,1,0.47
309,95.4,2,5.0,3.5,9.59,0,0.65
261,116.5,3,4.0,4.5,6.83,0,0.49
266,114.8,3,4.0,2.5,8.86,1,0.52
286,89.9,3,5.0,2.5,6.98,1,0.55
339,90.6,2,1.0,2.0,6.02,0,0.42
308,63.4,5,1.5,2.0,4.08,0,0.3
305,77.6,2,1.5,2.0,8.58,0,0.4
285,91.1,5,3.5,5.0,7.42,1,0.61
324,92.0,2,3.5,3.0,4.53,1,0.49
261,86.0,1,4.0,1.0,5.08,0,0.3
337,94.7,5,1.0,5.0,7.22,0,0.72
338,112.1,1,5.0,3.0,9.06,1,0.8
323,102.4,1,5.0,1.5,5.24,1,0.52
323,78.9,3,3.0,4.0,9.52,0,0.59
319,94.8,2,3.5,1.5,9.7,0,0.59
268,76.7,5,1.5,5.0,6.51,1,0.41
274,60.2,4,4.0,2.5,6.13,0,0.3
296,119.2,2,4.5,3.0,6.43,1,0.58
265,64.6,2,3.0,2.5,8.76,0,0.33
302,80.0,2,4.0,1.5,7.75,0,0.42
304,117.7,5,3.0,2.5,6.56,0,0.57
335,106.8,5,2.5,5.0,5.76,0,0.72
330,91.4,2,1.5,1.5,9.59,1,0.65
287,64.8,1,2.5,4.5,9.44,1,0.52
311,117.5,1,4.0,5.0,7.3,0,0.63
335,62.9,2,3.5,2.0,6.05,1,0.5
294,115.6,4,2.0,1.0,8.32,0,0.53
325,60.8,3,4.5,4.5,6.25,1,0.57
285,94.5,2,4.5,1.0,4.62,0,0.3
279,78.2,2,3.5,4.5,7.89,0,0.46
321,86.6,3,5.0,2.0,6.5,0,0.54
260,117.1,1,1.0,1.5,6.57,1,0.3
312,94.8,5,1.0,5.0,6.49,0,0.53
336,116.7,1,2.5,3.5,8.3,1,0.75
289,70.5,2,5.0,3.0,7.69,0,0.4
319,72.5,4,1.0,2.5,4.07,0,0.33
269,94.4,3,3.0,2.0,4.18,1,0.32
281,62.6,1,3.0,1.0,6.95,0,0.3
288,66.0,1,4.0,5.0,9.85,1,0.57
328,118.1,2,2.0,3.0,7.8,1,0.68
267,66.1,2,1.5,3.5,9.26,1,0.42
312,105.5,2,2.5,3.5,4.83,1,0.43
270,101.8,4,3.5,1.0,6.83,0,0.39
285,105.2,5,5.0,4.5,9.46,0,0.67
278,94.2,1,3.5,1.5,8.1,1,0.44
278,92.9,3,5.0,2.5,5.77,0,0.36
289,94.6,2,4.5,3.5,8.75,0,0.57
295,61.7,4,3.5,2.0,4.99,0,0.33
301,104.3,5,2.5,2.5,6.73,0,0.54
315,82.1,5,5.0,1.0,4.6,0,0.45
268,105.0,5,4.0,2.5,8.86,1,0.59
266,115.2,4,2.5,1.0,5.75,0,0.33
277,71.1,4,4.0,5.0,4.71,1,0.43
268,75.9,4,2.0,4.5,6.45,0,0.34
265,85.1,1,1.5,2.0,5.64,0,0.3
329,104.7,5,1.0,3.0,5.74,0,0.55
304,79.2,5,1.5,4.5,5.52,0,0.47
281,92.6,3,3.5,1.5,4.53,0,0.3
340,98.0,2,5.0,3.5,9.97,0,0.75
338,78.1,4,2.5,1.5,6.55,1,0.57
332,60.4,3,3.0,2.0,6.05,1,0.51
329,82.9,3,2.0,3.0,5.12,0,0.43
340,69.2,3,1.0,4.0,5.29,1,0.52
291,109.5,2,3.5,1.5,4.85,1,0.43
326,105.9,4,4.0,4.5,6.65,1,0.71
275,105.2,5,2.5,4.0,9.19,0,0.57
261,101.0,1,3.0,3.0,5.97,0,0.3
326,69.4,1,5.0,1.0,9.6,0,0.56
300,105.1,1,4.0,2.0,6.43,1,0.49
310,97.8,5,1.0,3.5,8.87,0,0.6
273,114.0,2,2.0,1.5,9.54,1,0.43
337,83.6,2,1.5,2.5,5.55,0,0.37
308,109.5,4,4.5,3.5,6.27,1,0.6
308,83.9,3,2.5,3.0,7.67,1,0.53
286,61.3,3,1.5,1.5,5.21,0,0.3
340,110.6,4,2.0,2.5,6.22,0,0.65
298,98.0,3,5.0,2.5,5.44,1,0.48
332,78.8,5,1.5,4.5,8.19,1,0.71
295,99.3,5,3.0,1.5,9.82,0,0.63
269,82.1,2,3.5,1.0,4.08,1,0.3
263,72.1,1,4.0,1.5,7.19,1,0.32
261,114.4,2,1.5,5.0,6.0,0,0.33
338,71.8,4,1.0,1.0,4.61,0,0.41
287,77.7,1,3.5,4.5,5.16,0,0.3
285,99.2,3,4.0,4.5,7.32,1,0.58
332,103.5,3,2.5,5.0,7.4,0,0.65
289,86.0,1,4.0,1.5,8.25,1,0.41
268,74.4,5,1.5,3.5,6.3,1,0.39
260,71.1,3,3.0,3.0,9.4,1,0.43
315,96.5,4,2.0,1.5,9.86,0,0.63
315,62.3,4,4.5,2.5,4.17,1,0.46
335,84.6,5,2.0,2.5,9.95,1,0.72
320,108.4,3,2.5,4.5,8.07,1,0.67
304,115.7,1,4.5,3.5,6.34,1,0.58
272,75.2,2,1.5,2.0,9.83,1,0.41
273,106.6,5,5.0,3.5,7.8,0,0.54
269,75.0,1,2.0,3.0,8.55,0,0.37
276,75.2,4,3.5,3.0,8.52,1,0.52
276,83.5,4,1.5,3.5,8.92,0,0.45
290,68.6,3,3.5,1.5,8.48,1,0.45
305,73.0,2,2.5,2.0,6.67,1,0.43
308,85.4,1,4.0,2.5,8.22,1,0.6
334,103.7,3,3.5,4.0,6.81,1,0.7
339,98.0,4,2.5,3.5,4.95,1,0.58
277,70.9,3,2.0,4.0,8.89,1,0.52
334,67.3,1,3.5,4.5,7.9,1,0.63
270,71.4,5,3.0,4.5,5.5,1,0.42
332,76.9,2,4.0,1.5,5.65,1,0.48
314,84.5,1,4.0,1.0,6.36,1,0.49
262,112.6,5,3.0,1.0,5.41,0,0.41
337,61.0,1,4.0,5.0,5.6,0,0.51
275,98.4,1,3.0,1.0,4.97,1,0.3
268,66.5,3,3.0,3.0,5.96,1,0.32
327,105.2,4,5.0,1.5,6.98,0,0.57
304,115.8,2,3.5,4.0,5.56,1,0.57
261,61.9,1,2.0,2.0,6.63,0,0.3
281,113.0,3,3.5,3.5,6.49,0,0.44
328,98.4,5,1.0,1.0,7.01,1,0.55
308,91.9,2,1.0,3.5,9.22,0,0.56
280,93.6,2,3.5,3.0,4.62,1,0.4
333,115.1,1,4.5,4.5,4.35,1,0.61
314,70.9,1,4.5,1.5,5.3,0,0.37
263,62.4,1,5.0,2.5,8.11,1,0.38
317,112.4,5,3.0,4.5,9.31,1,0.83
329,95.2,1,3.0,4.0,4.61,1,0.49
318,69.3,5,3.5,1.5,9.57,1,0.68
285,102.1,1,1.5,3.0,7.85,0,0.4
333,114.4,4,5.0,3.5,7.54,0,0.73
328,60.8,4,3.5,4.0,8.2,0,0.54
298,99.0,4,2.0,3.5,8.04,0,0.59
260,82.1,4,4.0,4.5,9.54,0,0.5
316,64.4,3,2.0,4.0,7.45,1,0.56
307,80.6,2,3.5,1.0,8.2,0,0.5
331,116.0,3,3.5,3.5,8.19,0,0.68
280,79.4,4,3.0,1.5,9.61,1,0.55
290,96.4,4,2.5,2.0,7.28,0,0.52
317,78.2,3,2.0,2.0,6.71,1,0.51
306,80.7,1,3.5,1.5,9.72,0,0.51
282,89.5,3,3.5,2.5,4.62,0,0.33
334,115.5,2,5.0,3.0,8.68,1,0.79
339,81.8,3,1.0,4.5,6.49,0,0.55
266,85.8,3,3.0,4.5,6.25,1,0.45
308,113.2,5,1.5,1.0,4.17,1,0.48
290,87.8,5,5.0,4.5,8.28,1,0.66
306,107.6,3,1.5,2.0,4.09,0,0.34
327,61.7,3,4.5,4.5,8.06,1,0.67
294,67.9,5,2.0,3.0,8.64,1,0.5
334,100.6,4,4.0,2.5,6.58,0,0.64
293,106.7,1,5.0,3.0,7.9,0,0.55
317,106.4,4,1.5,4.5,5.07,1,0.49
274,92.8,4,3.0,4.0,7.11,1,0.5
337,73.7,5,4.0,3.0,5.01,1,0.63
330,74.6,5,4.0,4.0,7.64,1,0.72
